player,shirt_number,nation,position,minutes,goals,assists,penalty_kicks_made,penalty_kicks_attempted,shots,shots_on_target,yellow_cards,red_cards,fouls_commited,fouls_drawn,offsides,crosses,tackles_on,interceptions,own_goals,penalty_kicks_won,penalty_kicks_conceded,team,match_id
Rafael Pereira,33.0,br BRA,CB,90.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Chapecoense,213
Douglas,23.0,br BRA,CB,90.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Chapecoense,213
Eduardo,2.0,br BRA,RB,90.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Chapecoense,213
Tiepo,98.0,br BRA,GK,90.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Chapecoense,213
Rony,7.0,br BRA,FW,84.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Atl Paranaense,213
Pedrinho,29.0,br BRA,MF,6.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Atl Paranaense,213
Léo Cittadini,18.0,br BRA,FW,77.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Atl Paranaense,213
Everton Felipe,97.0,br BRA,MF,13.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Atl Paranaense,213
Nikão,11.0,br BRA,FW,90.0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,,,Atl Paranaense,213
Bruno Guimarães,39.0,br BRA,CM,90.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Atl Paranaense,213
Wellington Martins,5.0,br BRA,CM,68.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Atl Paranaense,213
Marco Ruben,9.0,ar ARG,FW,22.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Atl Paranaense,213
Marcelo Cirino,10.0,br BRA,CM,90.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Atl Paranaense,213
Márcio Azevedo,6.0,br BRA,LB,90.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Atl Paranaense,213
Léo Pereira,4.0,br BRA,CB,90.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Atl Paranaense,213
Lucas Halter,33.0,br BRA,CB,90.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Atl Paranaense,213
Mádson,23.0,br BRA,RB,90.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Atl Paranaense,213
Santos,1.0,br BRA,GK,90.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Atl Paranaense,213
Felippe Cardoso,98.0,br BRA,FW,90.0,0,0,0,0,1,0,1,0,1,2,1,1,1,0,0,,,Ceará,214
Lima,45.0,br BRA,AM,78.0,0,0,0,0,1,0,0,0,1,4,0,0,1,1,0,,,Ceará,214
Cristovam da Silva,2.0,br BRA,DF,12.0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,,,Ceará,214
Thiago Galhardo,89.0,br BRA,AM,90.0,1,0,1,1,1,1,0,0,3,2,0,2,0,0,0,,,Ceará,214
Mateus Gonçalves Martins,7.0,br BRA,AM,83.0,0,0,0,0,1,0,0,0,1,0,0,2,3,0,0,,,Ceará,214
Felipe Silva,10.0,br BRA,MF,7.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Ceará,214
Fábio Gonçalves,19.0,br BRA,DM,90.0,0,0,0,0,1,0,0,0,0,2,0,0,0,2,0,,,Ceará,214
Ricardo Dias Acosta,8.0,br BRA,DM,90.0,0,0,0,0,0,0,0,0,0,0,0,7,0,1,0,,,Ceará,214
João Lucas Cardoso,6.0,br BRA,LB,90.0,0,0,0,0,2,0,0,0,1,0,0,8,3,0,0,,,Ceará,214
Tiago Alves,36.0,br BRA,CB,90.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,,,Ceará,214
Valdo,3.0,br BRA,CB,90.0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,,,Ceará,214
Samuel Xavier,22.0,br BRA,RB,82.0,0,0,0,0,1,0,1,0,3,2,0,1,1,1,0,,,Ceará,214
Wescley,27.0,br BRA,FW,8.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Ceará,214
Diogo Silva,12.0,br BRA,GK,90.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Ceará,214
Franco Di Santo,26.0,ar ARG,FW,90.0,0,0,0,0,3,0,0,0,2,1,0,1,1,0,0,,,Atlético Mineiro,214
Yimmi Chará,8.0,co COL,LW,23.0,0,0,0,0,2,0,0,0,0,1,0,1,1,0,0,,,Atlético Mineiro,214
Rómulo Otero,80.0,ve VEN,MF,67.0,1,0,0,0,6,1,0,0,1,5,0,6,1,0,0,,,Atlético Mineiro,214
Juan Cazares,10.0,ec ECU,AM,86.0,0,0,0,0,1,0,0,0,2,0,0,5,2,0,0,,,Atlético Mineiro,214
Vinícius,29.0,br BRA,MF,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Atlético Mineiro,214
Elías,7.0,br BRA,AM,74.0,0,0,0,0,2,1,0,0,0,0,0,1,1,1,0,,,Atlético Mineiro,214
Bruninho,43.0,br BRA,MF,16.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,Atlético Mineiro,214
Luan,27.0,br BRA,RW,90.0,1,0,0,0,3,1,0,0,1,3,0,6,1,2,0,,,Atlético Mineiro,214
Nathan,23.0,br BRA,DM,90.0,0,0,0,0,0,0,0,0,3,0,0,2,2,2,0,,,Atlético Mineiro,214
Fábio Santos,6.0,br BRA,LB,90.0,0,0,0,0,0,0,0,0,1,0,0,8,0,1,0,,,Atlético Mineiro,214
Réver,4.0,br BRA,CB,90.0,0,1,0,0,3,2,0,0,0,0,0,0,1,3,0,,,Atlético Mineiro,214
Igor Rabello,16.0,br BRA,CB,90.0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,,,Atlético Mineiro,214
Patric Cabral Lalau,2.0,br BRA,RB,90.0,0,0,0,0,4,1,0,0,2,0,0,5,0,1,0,,,Atlético Mineiro,214
Cleiton Schwengber,40.0,br BRA,GK,90.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,,Atlético Mineiro,214
Élber,7.0,br BRA,FW,90.0,1,1,0,0,1,1,0,0,0,3,0,1,0,1,0,,,Bahia,215
Gilberto,9.0,br BRA,FW,80.0,0,1,0,0,0,0,0,0,3,1,0,0,2,0,0,,,Bahia,215
Fernandão,20.0,br BRA,FW,10.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,,,Bahia,215
Artur,98.0,br BRA,FW,82.0,0,0,0,0,1,0,0,0,0,1,1,2,0,1,0,,,Bahia,215
Lucca,11.0,br BRA,"FW,MF",8.0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,,,Bahia,215
Alejandro Guerra,18.0,ve VEN,CM,61.0,0,0,0,0,1,0,1,0,1,1,0,3,2,0,0,,,Bahia,215
Ronaldo,16.0,br BRA,MF,29.0,0,0,0,0,0,0,0,0,2,1,0,0,0,1,0,,,Bahia,215
Gregore de Magalhães da Silva,26.0,br BRA,CM,90.0,0,0,0,0,0,0,0,0,3,2,0,0,2,1,0,,,Bahia,215
Flávio,5.0,br BRA,CM,90.0,0,0,0,0,1,0,0,0,2,2,0,0,1,0,0,,,Bahia,215
Moisés,6.0,br BRA,LB,90.0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,,,Bahia,215
Juninho,40.0,br BRA,CB,90.0,0,0,0,0,0,0,0,0,1,1,0,0,2,0,0,,,Bahia,215
Lucas Fonseca,28.0,br BRA,CB,90.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,,,Bahia,215
Nino Paraíba,2.0,br BRA,RB,90.0,1,0,0,0,1,1,0,0,1,1,0,1,3,2,0,,,Bahia,215
Douglas Friedrich,1.0,br BRA,GK,90.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Bahia,215
Jonathan,39.0,br BRA,FW,90.0,0,0,0,0,2,0,0,0,1,2,2,0,1,0,0,,,Avaí,215
Caio Paulista,70.0,br BRA,LM,90.0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,,,Avaí,215
Pedro Castro,7.0,br BRA,CM,45.0,0,0,0,0,0,0,0,0,1,0,0,1,1,2,0,,,Avaí,215
Jonny Mosquera,5.0,co COL,MF,45.0,0,0,0,0,1,0,0,0,2,4,0,0,0,2,0,,,Avaí,215
Richard Franco,27.0,py PAR,CM,90.0,0,0,0,0,1,0,0,0,4,0,0,1,2,3,0,,,Avaí,215
Matheus Barbosa,8.0,br BRA,CM,45.0,0,0,0,0,0,0,0,0,2,1,0,0,1,1,0,,,Avaí,215
Douglas dos Santos,10.0,br BRA,MF,45.0,0,0,0,0,3,1,0,0,0,0,0,1,0,0,0,,,Avaí,215
Lourenço,97.0,br BRA,RM,66.0,0,0,0,0,1,1,0,0,0,0,1,6,0,1,0,,,Avaí,215
Gegê,20.0,br BRA,MF,24.0,0,0,0,0,2,0,0,0,1,1,0,7,0,0,0,,,Avaí,215
Igor,23.0,br BRA,LB,90.0,0,0,0,0,3,2,0,0,2,1,0,4,1,3,0,,,Avaí,215
Betão,3.0,br BRA,CB,90.0,0,0,0,0,0,0,0,0,0,1,0,0,1,5,0,,,Avaí,215
Ricardo Thalheimer,14.0,br BRA,CB,90.0,0,0,0,0,0,0,0,0,0,1,1,0,2,4,0,,,Avaí,215
Leonardo Morais,32.0,br BRA,RB,90.0,0,0,0,0,1,0,1,0,3,4,0,7,2,2,0,,,Avaí,215
Lucas Frigeri,1.0,br BRA,GK,90.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Avaí,215
Sassá,99.0,br BRA,FW,90.0,0,0,0,0,4,0,0,0,2,1,0,1,0,0,0,,,Cruzeiro,216
David,11.0,br BRA,AM,90.0,0,0,0,0,0,0,1,0,3,2,2,2,1,0,0,,,Cruzeiro,216
Thiago Neves,10.0,br BRA,AM,90.0,0,0,0,0,3,1,1,0,2,4,0,5,0,0,0,,,Cruzeiro,216
Robinho,19.0,br BRA,AM,70.0,0,0,0,0,1,0,0,0,2,0,0,6,0,0,0,,,Cruzeiro,216
Marquinhos Gabriel,20.0,br BRA,"FW,MF",20.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,Cruzeiro,216
Éderson,15.0,br BRA,DM,77.0,0,0,0,0,0,0,0,0,5,4,0,0,0,2,0,,,Cruzeiro,216
Ezequiel,17.0,br BRA,FW,13.0,0,0,0,0,0,0,0,0,0,2,0,1,0,1,0,,,Cruzeiro,216
Henrique Pacheco Lima,8.0,br BRA,DM,90.0,0,0,0,0,0,0,1,0,3,2,0,0,0,2,0,,,Cruzeiro,216
Egídio Pereira Júnior,6.0,br BRA,LB,90.0,0,0,0,0,1,0,0,0,2,4,0,6,2,2,0,,,Cruzeiro,216
Fabrício Bruno,25.0,br BRA,CB,90.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,,,Cruzeiro,216
Dedé,26.0,br BRA,CB,90.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Cruzeiro,216
Luis Manuel Orejuela,28.0,co COL,RB,45.0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,,,Cruzeiro,216
Edílson Mendes,2.0,br BRA,DF,45.0,0,0,0,0,1,0,0,0,0,0,0,4,1,0,0,,,Cruzeiro,216
Fábio,1.0,br BRA,GK,90.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Cruzeiro,216
Michael,11.0,br BRA,FW,90.0,0,1,0,0,2,0,0,0,1,2,0,4,1,0,0,,,Goiás,216
Rafael Moura,9.0,br BRA,FW,85.0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,,,Goiás,216
Papagaio,99.0,br BRA,FW,5.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,,Goiás,216
Leandro Barcia,30.0,uy URU,FW,58.0,0,0,0,0,0,0,0,0,4,0,0,0,0,2,0,,,Goiás,216
Kaio Nunes,96.0,br BRA,MF,32.0,0,0,0,0,0,0,0,0,2,1,0,1,0,1,0,,,Goiás,216
Léo Sena,20.0,br BRA,CM,90.0,0,0,0,0,0,0,0,0,1,9,0,2,0,0,0,,,Goiás,216
Gilberto,29.0,br BRA,CM,90.0,0,0,0,0,0,0,0,0,1,0,0,0,4,2,0,,,Goiás,216
Yago,6.0,br BRA,CM,81.0,0,0,0,0,0,0,0,0,3,1,0,0,0,1,0,,,Goiás,216
Breno,35.0,br BRA,DF,9.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,,Goiás,216
Alan Ruschel,28.0,br BRA,LB,90.0,1,0,0,0,1,1,0,0,1,1,0,4,3,1,0,,,Goiás,216
Rafael Vaz,4.0,br BRA,CB,90.0,0,0,0,0,3,0,0,0,1,1,0,0,0,1,0,,,Goiás,216
Fábio Sanches,27.0,br BRA,CB,90.0,0,0,0,0,2,1,0,0,0,1,0,0,1,2,0,,,Goiás,216
Yago Rocha,32.0,br BRA,RB,90.0,0,0,0,0,0,0,0,0,1,1,0,3,1,1,0,,,Goiás,216
Tadeu,23.0,br BRA,GK,90.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Goiás,216
Diego Souza,7.0,br BRA,FW,90.0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,,,Botafogo (RJ),217
Luiz Fernando,9.0,br BRA,LW,69.0,0,0,0,0,1,0,0,0,1,2,0,2,1,0,0,,,Botafogo (RJ),217
Marcos Vinícius,33.0,br BRA,MF,21.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,,Botafogo (RJ),217
João Paulo Mior,5.0,br BRA,AM,69.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,Botafogo (RJ),217
Leonardo Valencia,20.0,cl CHI,MF,21.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,Botafogo (RJ),217
Cícero Santos,8.0,br BRA,AM,81.0,0,0,0,0,3,2,0,0,0,3,0,0,0,0,0,,,Botafogo (RJ),217
Victor Rangel,29.0,br BRA,FW,9.0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,,,Botafogo (RJ),217
Marcinho,4.0,br BRA,RW,90.0,0,0,0,0,0,0,0,0,1,1,0,9,1,2,0,,,Botafogo (RJ),217
Gustavo Bochecha,11.0,br BRA,DM,90.0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,,,Botafogo (RJ),217
Lucas Barros,26.0,br BRA,LB,90.0,0,0,0,0,0,0,1,0,4,0,0,3,0,2,0,,,Botafogo (RJ),217
Gabriel,2.0,br BRA,CB,90.0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,,,Botafogo (RJ),217
Marcelo,14.0,br BRA,CB,90.0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,,,Botafogo (RJ),217
Fernando,13.0,br BRA,RB,90.0,0,0,0,0,1,0,1,0,2,0,0,2,1,1,0,,,Botafogo (RJ),217
Gatito Fernández,1.0,py PAR,GK,90.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Botafogo (RJ),217
Wellington Paulista,9.0,br BRA,FW,90.0,0,0,0,0,5,1,0,0,2,2,0,0,0,0,0,,,Fortaleza,217
Osvaldo,11.0,br BRA,AM,67.0,0,0,0,0,2,0,0,0,2,0,0,5,1,0,0,,,Fortaleza,217
Felipe Pires,95.0,br BRA,"FW,MF",23.0,0,0,0,0,1,0,0,0,0,3,0,1,0,0,0,,,Fortaleza,217
Romarinho,20.0,br BRA,AM,36.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,Fortaleza,217
André Luis,97.0,br BRA,"FW,MF",50.0,0,0,0,0,1,0,1,0,1,3,1,1,2,0,0,,,Fortaleza,217
Marlon,28.0,br BRA,MF,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Fortaleza,217
Edinho,7.0,br BRA,AM,90.0,0,0,0,0,3,2,0,0,0,0,0,8,1,1,0,,,Fortaleza,217
Juninho,55.0,br BRA,DM,90.0,0,0,0,0,2,0,0,0,2,1,0,6,0,1,0,,,Fortaleza,217
Felipe,15.0,br BRA,DM,90.0,0,0,0,0,1,0,1,0,4,0,0,0,2,0,0,,,Fortaleza,217
