fouls,corners,crosses,touches,tackles,interceptions,aerials_won,clearances,offsides,goal_kicks,throw_ins,long_balls,score,team,match_id,result,stadium,state,UF,matchweek,date,time,assists_sum_defense,penalty_kicks_made_sum_defense,penalty_kicks_attempted_sum_defense,shots_sum_defense,shots_on_target_sum_defense,yellow_cards_sum_defense,red_cards_sum_defense,fouls_commited_sum_defense,fouls_drawn_sum_defense,offsides_sum_defense,crosses_sum_defense,tackles_on_sum_defense,interceptions_sum_defense,own_goals_sum_defense,penalty_kicks_won_sum_defense,penalty_kicks_conceded_sum_defense,assists_mean_defense,penalty_kicks_made_mean_defense,penalty_kicks_attempted_mean_defense,shots_mean_defense,shots_on_target_mean_defense,yellow_cards_mean_defense,red_cards_mean_defense,fouls_commited_mean_defense,fouls_drawn_mean_defense,offsides_mean_defense,crosses_mean_defense,tackles_on_mean_defense,interceptions_mean_defense,own_goals_mean_defense,penalty_kicks_won_mean_defense,penalty_kicks_conceded_mean_defense,assists_sum_mid,penalty_kicks_made_sum_mid,penalty_kicks_attempted_sum_mid,shots_sum_mid,shots_on_target_sum_mid,yellow_cards_sum_mid,red_cards_sum_mid,fouls_commited_sum_mid,fouls_drawn_sum_mid,offsides_sum_mid,crosses_sum_mid,tackles_on_sum_mid,interceptions_sum_mid,own_goals_sum_mid,penalty_kicks_won_sum_mid,penalty_kicks_conceded_sum_mid,assists_mean_mid,penalty_kicks_made_mean_mid,penalty_kicks_attempted_mean_mid,shots_mean_mid,shots_on_target_mean_mid,yellow_cards_mean_mid,red_cards_mean_mid,fouls_commited_mean_mid,fouls_drawn_mean_mid,offsides_mean_mid,crosses_mean_mid,tackles_on_mean_mid,interceptions_mean_mid,own_goals_mean_mid,penalty_kicks_won_mean_mid,penalty_kicks_conceded_mean_mid,assists_sum_attack,penalty_kicks_made_sum_attack,penalty_kicks_attempted_sum_attack,shots_sum_attack,shots_on_target_sum_attack,yellow_cards_sum_attack,red_cards_sum_attack,fouls_commited_sum_attack,fouls_drawn_sum_attack,offsides_sum_attack,crosses_sum_attack,tackles_on_sum_attack,interceptions_sum_attack,own_goals_sum_attack,penalty_kicks_won_sum_attack,penalty_kicks_conceded_sum_attack,assists_mean_attack,penalty_kicks_made_mean_attack,penalty_kicks_attempted_mean_attack,shots_mean_attack,shots_on_target_mean_attack,yellow_cards_mean_attack,red_cards_mean_attack,fouls_commited_mean_attack,fouls_drawn_mean_attack,offsides_mean_attack,crosses_mean_attack,tackles_on_mean_attack,interceptions_mean_attack,own_goals_mean_attack,penalty_kicks_won_mean_attack,penalty_kicks_conceded_mean_attack
16.0,3.0,12.0,587,19.0,6.0,14.0,19.0,1.0,8.0,17.0,56.0,1,Bahia,10,W,Estádio Governador Roberto Santos,Salvador,,2,2020-08-12,20:30,0,0,0,1,1,0,0,2,3,0,5,5,5,0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.0,0.4,0.6,0.0,1.0,1.0,1.0,0.0,,,0,0,0,4,0,0,0,9,5,0,3,3,0,0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,1.8,1.0,0.0,0.6,0.6,0.0,0.0,,,0,1,1,7,5,0,0,5,9,1,4,8,1,0,0.0,0.0,0.0,0.25,0.25,1.75,1.25,0.0,0.0,1.25,2.25,0.25,1.0,2.0,0.25,0.0,,
18.0,8.0,27.0,664,14.0,6.0,17.0,3.0,5.0,8.0,13.0,61.0,0,Coritiba,10,L,Estádio Governador Roberto Santos,Salvador,,2,2020-08-12,20:30,0,0,0,5,1,1,0,6,3,1,7,3,4,0,0.0,0.0,0.0,0.0,0.0,1.0,0.2,0.2,0.0,1.2,0.6,0.2,1.4,0.6,0.8,0.0,,,0,0,0,8,1,3,0,9,11,3,19,3,2,0,0.0,0.0,0.0,0.0,0.0,1.0,0.125,0.375,0.0,1.125,1.375,0.375,2.375,0.375,0.25,0.0,,,0,0,0,1,1,1,0,3,1,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.5,0.0,1.5,0.5,0.5,0.5,0.0,0.0,0.0,,
20.0,3.0,12.0,626,9.0,7.0,12.0,15.0,3.0,10.0,17.0,54.0,1,Fluminense,11,D,Estadio Jornalista Mário Filho,Rio de Janeiro,RJ,2,2020-08-12,21:30,0,0,0,1,0,0,0,7,12,1,3,3,3,0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,1.75,3.0,0.25,0.75,0.75,0.75,0.0,,,0,0,0,3,0,0,0,5,9,0,6,4,4,0,0.0,0.0,0.0,0.0,0.0,0.75,0.0,0.0,0.0,1.25,2.25,0.0,1.5,1.0,1.0,0.0,,,1,0,0,6,1,3,0,8,9,2,3,0,0,0,0.0,0.0,0.16666666666666666,0.0,0.0,1.0,0.16666666666666666,0.5,0.0,1.3333333333333333,1.5,0.3333333333333333,0.5,0.0,0.0,0.0,,
31.0,3.0,13.0,569,22.0,12.0,18.0,9.0,0.0,7.0,15.0,49.0,1,Palmeiras,11,D,Estadio Jornalista Mário Filho,Rio de Janeiro,RJ,2,2020-08-12,21:30,0,0,0,0,0,1,0,9,4,0,6,4,8,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,2.25,1.0,0.0,1.5,1.0,2.0,0.0,,,1,0,0,7,0,2,0,21,13,0,7,7,5,0,0.0,0.0,0.1111111111111111,0.0,0.0,0.7777777777777778,0.0,0.2222222222222222,0.0,2.3333333333333335,1.4444444444444444,0.0,0.7777777777777778,0.7777777777777778,0.5555555555555556,0.0,,,0,0,0,2,1,0,0,2,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,,
17.0,1.0,13.0,605,19.0,12.0,22.0,17.0,1.0,5.0,25.0,56.0,1,Ceará,12,D,Estádio Castelão,Fortaleza,CE,2,2020-08-12,21:30,0,0,0,1,0,1,0,3,1,1,5,3,6,0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.2,0.0,0.6,0.2,0.2,1.0,0.6,1.2,0.0,,,1,0,0,5,3,1,0,7,5,0,6,11,6,0,0.0,0.0,0.16666666666666666,0.0,0.0,0.8333333333333334,0.5,0.16666666666666666,0.0,1.1666666666666667,0.8333333333333334,0.0,1.0,1.8333333333333333,1.0,0.0,,,0,0,0,5,2,0,0,7,1,0,2,1,0,0,0.0,0.0,0.0,0.0,0.0,1.25,0.5,0.0,0.0,1.75,0.25,0.0,0.5,0.25,0.0,0.0,,
7.0,7.0,19.0,767,15.0,15.0,15.0,9.0,0.0,6.0,24.0,47.0,1,Grêmio,12,D,Estádio Castelão,Fortaleza,CE,2,2020-08-12,21:30,0,0,0,2,1,0,0,3,5,0,7,4,6,0,0.0,0.0,0.0,0.0,0.0,0.4,0.2,0.0,0.0,0.6,1.0,0.0,1.4,0.8,1.2,0.0,,,1,0,0,7,3,1,0,4,9,0,12,5,9,0,0.0,0.0,0.14285714285714285,0.0,0.0,1.0,0.42857142857142855,0.14285714285714285,0.0,0.5714285714285714,1.2857142857142858,0.0,1.7142857142857142,0.7142857142857143,1.2857142857142858,0.0,,,0,0,0,5,4,0,0,0,1,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,5.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,,
16.0,5.0,16.0,629,12.0,7.0,6.0,18.0,4.0,7.0,16.0,58.0,1,São Paulo,13,W,Estádio do Morumbi,São Paulo,SP,2,2020-08-13,19:15,1,0,0,0,0,1,0,1,5,0,8,1,5,0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.25,0.0,0.25,1.25,0.0,2.0,0.25,1.25,0.0,,,0,0,0,9,3,0,0,10,9,1,9,2,2,0,0.0,0.0,0.0,0.0,0.0,1.5,0.5,0.0,0.0,1.6666666666666667,1.5,0.16666666666666666,1.5,0.3333333333333333,0.3333333333333333,0.0,,,0,0,0,4,0,0,0,5,3,3,2,1,1,0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.5,1.5,1.5,1.0,0.5,0.5,0.0,,
18.0,7.0,14.0,599,8.0,9.0,17.0,14.0,3.0,8.0,17.0,57.0,0,Fortaleza,13,L,Estádio do Morumbi,São Paulo,SP,2,2020-08-13,19:15,0,0,0,3,1,1,0,2,1,2,4,4,3,0,0.0,0.0,0.0,0.0,0.0,0.5,0.16666666666666666,0.16666666666666666,0.0,0.3333333333333333,0.16666666666666666,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.5,0.0,,,0,0,0,5,3,1,0,13,10,0,9,1,6,0,0.0,0.0,0.0,0.0,0.0,0.8333333333333334,0.5,0.16666666666666666,0.0,2.1666666666666665,1.6666666666666667,0.0,1.5,0.16666666666666666,1.0,0.0,,,0,0,0,4,0,0,0,3,2,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,1.3333333333333333,0.0,0.0,0.0,1.0,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,,
28.0,9.0,34.0,714,21.0,16.0,13.0,4.0,2.0,6.0,15.0,57.0,2,Internacional,14,W,Estádio José Pinheiro Borba,Porto Alegre,,2,2020-08-13,19:30,1,0,0,1,0,1,0,8,2,0,11,5,8,0,0.0,0.0,0.25,0.0,0.0,0.25,0.0,0.25,0.0,2.0,0.5,0.0,2.75,1.25,2.0,0.0,,,0,0,0,10,3,1,0,12,5,0,11,5,7,0,0.0,0.0,0.0,0.0,0.0,2.0,0.6,0.2,0.0,2.4,1.0,0.0,2.2,1.0,1.4,0.0,,,1,0,0,14,4,0,0,8,6,2,12,3,1,0,0.0,0.0,0.25,0.0,0.0,3.5,1.0,0.0,0.0,2.0,1.5,0.5,3.0,0.75,0.25,0.0,,
14.0,4.0,10.0,599,11.0,10.0,19.0,29.0,2.0,13.0,17.0,45.0,0,Santos,14,L,Estádio José Pinheiro Borba,Porto Alegre,,2,2020-08-13,19:30,0,0,0,2,0,1,0,3,3,1,2,3,5,0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.25,0.0,0.75,0.75,0.25,0.5,0.75,1.25,0.0,,,0,0,0,1,0,0,0,7,9,0,2,3,5,0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.875,1.125,0.0,0.25,0.375,0.625,0.0,,,0,0,0,3,1,2,0,4,13,1,6,2,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.3333333333333333,0.6666666666666666,0.0,1.3333333333333333,4.333333333333333,0.3333333333333333,2.0,0.6666666666666666,0.0,0.0,,
29.0,5.0,9.0,549,11.0,11.0,14.0,36.0,1.0,6.0,16.0,46.0,2,Vasco da Gama,15,W,Estádio Club de Regatas Vasco da Gama,Rio de Janeiro,RJ,2,2020-08-13,20:00,0,0,0,0,0,0,0,4,7,0,4,3,7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,1.4,0.0,0.8,0.6,1.4,0.0,,,0,0,0,4,3,1,0,14,4,0,1,1,3,0,0.0,0.0,0.0,0.0,0.0,0.8,0.6,0.2,0.0,2.8,0.8,0.0,0.2,0.2,0.6,0.0,,,0,0,0,5,3,1,0,12,6,1,4,4,1,0,0.0,0.0,0.0,0.0,0.0,1.0,0.6,0.2,0.0,2.4,1.2,0.2,0.8,0.8,0.2,0.0,,
17.0,8.0,26.0,617,15.0,13.0,10.0,15.0,4.0,3.0,26.0,37.0,0,Sport Recife,15,L,Estádio Club de Regatas Vasco da Gama,Rio de Janeiro,RJ,2,2020-08-13,20:00,0,0,0,4,0,0,0,6,7,1,14,3,10,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.5,1.75,0.25,3.5,0.75,2.5,0.0,,,0,0,0,9,1,2,0,10,16,0,11,9,3,0,0.0,0.0,0.0,0.0,0.0,1.5,0.16666666666666666,0.3333333333333333,0.0,1.6666666666666667,2.6666666666666665,0.0,1.8333333333333333,1.5,0.5,0.0,,,0,0,0,0,0,1,1,3,6,3,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.25,0.75,1.5,0.75,0.25,0.0,0.0,0.0,,
16.0,7.0,36.0,705,13.0,9.0,13.0,6.0,0.0,7.0,20.0,39.0,0,Grêmio,16,D,Arena do Grêmio,Porto Alegre,,3,2020-08-15,19:00,0,0,0,4,0,1,0,7,3,0,16,3,6,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.25,0.0,1.75,0.75,0.0,4.0,0.75,1.5,0.0,,,0,0,0,17,8,1,0,8,10,0,20,4,3,0,0.0,0.0,0.0,0.0,0.0,2.125,1.0,0.125,0.0,1.0,1.25,0.0,2.5,0.5,0.375,0.0,,,0,0,1,3,0,0,0,1,2,0,0,0,1,0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,,
14.0,5.0,12.0,767,26.0,14.0,8.0,21.0,0.0,11.0,10.0,48.0,0,Corinthians,16,D,Arena do Grêmio,Porto Alegre,,3,2020-08-15,19:00,0,0,0,2,1,1,0,3,4,0,6,4,8,0,0.0,0.0,0.0,0.0,0.0,0.5,0.25,0.25,0.0,0.75,1.0,0.0,1.5,1.0,2.0,0.0,,,0,0,0,2,1,1,0,10,11,0,5,9,7,0,0.0,0.0,0.0,0.0,0.0,0.2222222222222222,0.1111111111111111,0.1111111111111111,0.0,1.1111111111111112,1.2222222222222223,0.0,0.5555555555555556,1.0,0.7777777777777778,0.0,,,0,0,0,1,0,1,0,1,1,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.5,0.5,0.0,0.5,0.0,0.0,0.0,,
25.0,4.0,13.0,417,12.0,7.0,6.0,16.0,2.0,4.0,27.0,50.0,0,Coritiba,17,L,Estádio Major Antônio Couto Pereira,Curitiba,PR,3,2020-08-15,19:30,0,0,0,1,1,2,0,8,2,1,4,2,4,0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.4,0.0,1.6,0.4,0.2,0.8,0.4,0.8,0.0,,,0,0,0,4,2,4,1,13,9,0,7,5,3,0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.16666666666666666,2.1666666666666665,1.5,0.0,1.1666666666666667,0.8333333333333334,0.5,0.0,,,0,0,0,3,0,0,0,6,5,1,2,0,0,0,0.0,0.0,0.0,0.0,0.0,0.75,0.0,0.0,0.0,1.5,1.25,0.25,0.5,0.0,0.0,0.0,,
16.0,5.0,18.0,690,15.0,11.0,12.0,10.0,1.0,6.0,13.0,58.0,1,Flamengo,17,W,Estádio Major Antônio Couto Pereira,Curitiba,PR,3,2020-08-15,19:30,0,0,0,4,2,0,0,9,11,0,7,5,8,0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,2.25,2.75,0.0,1.75,1.25,2.0,0.0,,,1,0,0,11,4,3,0,6,12,0,9,6,3,0,0.0,0.0,0.16666666666666666,0.0,0.0,1.8333333333333333,0.6666666666666666,0.5,0.0,1.0,2.0,0.0,1.5,1.0,0.5,0.0,,,0,0,0,3,2,0,0,1,2,1,2,0,0,0,0.0,0.0,0.0,0.0,0.0,1.5,1.0,0.0,0.0,0.5,1.0,0.5,1.0,0.0,0.0,0.0,,
11.0,6.0,26.0,881,23.0,18.0,19.0,7.0,0.0,6.0,21.0,46.0,1,Palmeiras,18,D,Allianz Parque,São Paulo,SP,3,2020-08-15,21:30,0,0,0,5,1,0,0,2,4,0,7,5,11,0,0.0,0.0,0.0,0.0,0.0,1.0,0.2,0.0,0.0,0.4,0.8,0.0,1.4,1.0,2.2,0.0,,,1,0,0,5,1,1,0,8,10,0,12,6,8,0,0.0,0.0,0.125,0.0,0.0,0.625,0.125,0.125,0.0,1.0,1.25,0.0,1.5,0.75,1.0,0.0,,,0,0,0,2,1,0,0,1,0,0,7,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0.5,0.0,0.0,3.5,0.0,0.0,0.0,,
16.0,2.0,5.0,520,17.0,15.0,13.0,28.0,0.0,15.0,17.0,74.0,1,Goiás,18,D,Allianz Parque,São Paulo,SP,3,2020-08-15,21:30,0,0,0,3,2,1,0,3,1,0,0,5,9,0,0.0,0.0,0.0,0.0,0.0,0.5,0.3333333333333333,0.16666666666666666,0.0,0.5,0.16666666666666666,0.0,0.0,0.8333333333333334,1.5,0.0,,,0,0,0,3,2,2,0,6,3,0,4,4,5,0,0.0,0.0,0.0,0.0,0.0,0.75,0.5,0.5,0.0,1.5,0.75,0.0,1.0,1.0,1.25,0.0,,,0,0,0,5,2,0,0,8,6,0,1,2,1,0,0.0,0.0,0.0,0.0,0.0,1.6666666666666667,0.6666666666666666,0.0,0.0,2.6666666666666665,2.0,0.0,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.0,,
14.0,4.0,21.0,631,13.0,4.0,12.0,9.0,2.0,11.0,22.0,65.0,2,Atlético Mineiro,19,W,Estádio Raimundo Sampaio,Belo Horizonte,,3,2020-08-16,11:00,0,0,0,3,1,1,0,5,1,0,4,7,3,0,0.0,0.0,0.0,0.0,0.0,0.5,0.16666666666666666,0.16666666666666666,0.0,0.8333333333333334,0.16666666666666666,0.0,0.6666666666666666,1.1666666666666667,0.5,0.0,,,1,0,0,5,2,1,0,6,11,2,17,2,1,0,0.0,0.0,0.14285714285714285,0.0,0.0,0.7142857142857143,0.2857142857142857,0.14285714285714285,0.0,0.8571428571428571,1.5714285714285714,0.2857142857142857,2.4285714285714284,0.2857142857142857,0.14285714285714285,0.0,,,0,1,1,4,3,0,0,3,1,0,0,1,0,0,0.0,0.0,0.0,1.0,1.0,4.0,3.0,0.0,0.0,3.0,1.0,0.0,0.0,1.0,0.0,0.0,,
15.0,0.0,8.0,464,17.0,11.0,13.0,21.0,1.0,12.0,15.0,70.0,0,Ceará,19,L,Estádio Raimundo Sampaio,Belo Horizonte,,3,2020-08-16,11:00,0,0,0,0,0,1,0,7,4,0,5,1,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,1.75,1.0,0.0,1.25,0.25,0.75,0.0,,,0,0,0,7,1,3,0,6,5,0,0,10,8,0,0.0,0.0,0.0,0.0,0.0,1.1666666666666667,0.16666666666666666,0.5,0.0,1.0,0.8333333333333334,0.0,0.0,1.6666666666666667,1.3333333333333333,0.0,,,0,0,0,7,0,0,0,2,4,1,4,0,0,0,0.0,0.0,0.0,0.0,0.0,1.4,0.0,0.0,0.0,0.4,0.8,0.2,0.8,0.0,0.0,0.0,,
16.0,3.0,8.0,576,15.0,19.0,16.0,32.0,2.0,9.0,15.0,53.0,2,Bahia,20,W,Estádio Governador Roberto Santos,Salvador,,3,2020-08-16,16:00,1,0,0,3,2,0,0,4,2,0,5,6,10,0,0.0,0.0,0.2,0.0,0.0,0.6,0.4,0.0,0.0,0.8,0.4,0.0,1.0,1.2,2.0,0.0,,,1,0,0,4,1,1,0,8,8,2,3,6,7,0,0.0,0.0,0.125,0.0,0.0,0.5,0.125,0.125,0.0,1.0,1.0,0.25,0.375,0.75,0.875,0.0,,,0,0,0,3,2,0,0,4,2,1,0,1,0,0,0.0,0.0,0.0,0.0,0.0,1.5,1.0,0.0,0.0,2.0,1.0,0.5,0.0,0.5,0.0,0.0,,
16.0,7.0,24.0,693,15.0,15.0,17.0,4.0,1.0,5.0,22.0,50.0,1,Bragantino,20,L,Estádio Governador Roberto Santos,Salvador,,3,2020-08-16,16:00,0,0,0,6,3,0,0,6,2,0,10,5,9,0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,1.0,0.3333333333333333,0.0,1.6666666666666667,0.8333333333333334,1.5,0.0,,,0,0,0,5,0,1,0,8,6,0,8,2,5,0,0.0,0.0,0.0,0.0,0.0,1.25,0.0,0.25,0.0,2.0,1.5,0.0,2.0,0.5,1.25,0.0,,,0,0,0,6,0,0,0,2,7,1,6,2,0,0,0.0,0.0,0.0,0.0,0.0,1.2,0.0,0.0,0.0,0.4,1.4,0.2,1.2,0.4,0.0,0.0,,
16.0,3.0,8.0,552,18.0,19.0,11.0,25.0,1.0,6.0,19.0,62.0,2,Vasco da Gama,21,W,Estádio Club de Regatas Vasco da Gama,Rio de Janeiro,RJ,3,2020-08-16,16:00,0,0,0,0,0,1,0,7,3,0,4,4,9,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,1.1666666666666667,0.5,0.0,0.6666666666666666,0.6666666666666666,1.5,0.0,,,1,0,0,5,1,1,0,10,11,0,4,4,10,0,0.0,0.0,0.16666666666666666,0.0,0.0,0.8333333333333334,0.16666666666666666,0.16666666666666666,0.0,1.6666666666666667,1.8333333333333333,0.0,0.6666666666666666,0.6666666666666666,1.6666666666666667,0.0,,,0,0,0,3,2,0,0,1,0,1,0,1,0,0,0.0,0.0,0.0,0.0,0.0,1.5,1.0,0.0,0.0,0.5,0.0,0.5,0.0,0.5,0.0,0.0,,
15.0,4.0,21.0,717,13.0,5.0,12.0,7.0,1.0,7.0,25.0,40.0,1,São Paulo,21,L,Estádio Club de Regatas Vasco da Gama,Rio de Janeiro,RJ,3,2020-08-16,16:00,0,1,1,2,1,2,0,6,4,0,9,5,2,0,0.0,0.0,0.0,0.2,0.2,0.4,0.2,0.4,0.0,1.2,0.8,0.0,1.8,1.0,0.4,0.0,,,0,0,0,9,5,2,0,7,10,1,12,6,2,0,0.0,0.0,0.0,0.0,0.0,1.5,0.8333333333333334,0.3333333333333333,0.0,1.1666666666666667,1.6666666666666667,0.16666666666666666,2.0,1.0,0.3333333333333333,0.0,,,0,0,0,2,1,1,0,3,1,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.0,1.0,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333,0.0,,
13.0,1.0,9.0,550,18.0,13.0,16.0,14.0,1.0,5.0,24.0,48.0,2,Fluminense,22,W,Estadio Jornalista Mário Filho,Rio de Janeiro,RJ,3,2020-08-16,18:00,0,0,0,5,3,1,0,5,7,0,5,7,6,0,0.0,0.0,0.0,0.0,0.0,1.25,0.75,0.25,0.0,1.25,1.75,0.0,1.25,1.75,1.5,0.0,,,0,0,0,2,2,1,0,6,8,0,1,1,5,0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.2,0.0,1.2,1.6,0.0,0.2,0.2,1.0,0.0,,,0,2,2,3,2,0,0,2,8,1,3,3,2,0,0.0,0.0,0.0,0.4,0.4,0.6,0.4,0.0,0.0,0.4,1.6,0.2,0.6,0.6,0.4,0.0,,
24.0,4.0,16.0,611,27.0,6.0,20.0,5.0,1.0,4.0,23.0,66.0,1,Internacional,22,L,Estadio Jornalista Mário Filho,Rio de Janeiro,RJ,3,2020-08-16,18:00,0,0,0,1,0,0,0,10,4,0,3,9,3,0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,2.5,1.0,0.0,0.75,2.25,0.75,0.0,,,1,0,0,3,1,1,0,5,4,0,9,7,3,0,0.0,0.0,0.2,0.0,0.0,0.6,0.2,0.2,0.0,1.0,0.8,0.0,1.8,1.4,0.6,0.0,,,0,0,0,5,2,1,0,9,4,1,4,1,1,0,0.0,0.0,0.0,0.0,0.0,0.8333333333333334,0.3333333333333333,0.16666666666666666,0.0,1.5,0.6666666666666666,0.16666666666666666,0.6666666666666666,0.16666666666666666,0.16666666666666666,0.0,,
13.0,4.0,15.0,417,10.0,18.0,12.0,34.0,0.0,14.0,14.0,52.0,1,Atl Goianiense,23,D,Estádio Olímpico Pedro Ludovico Teixeira,Goiânia,GO,3,2020-08-16,19:00,0,0,0,2,0,2,1,4,5,0,7,1,5,0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.4,0.2,0.8,1.0,0.0,1.4,0.2,1.0,0.0,,,1,0,0,7,3,0,0,10,10,0,10,4,11,0,0.0,0.0,0.14285714285714285,0.0,0.0,1.0,0.42857142857142855,0.0,0.0,1.4285714285714286,1.4285714285714286,0.0,1.4285714285714286,0.5714285714285714,1.5714285714285714,0.0,,,0,0,0,2,1,0,0,0,1,0,0,1,2,0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0.0,0.5,0.0,0.0,0.5,1.0,0.0,,
15.0,9.0,34.0,682,7.0,10.0,20.0,11.0,2.0,6.0,30.0,41.0,1,Sport Recife,23,D,Estádio Olímpico Pedro Ludovico Teixeira,Goiânia,GO,3,2020-08-16,19:00,0,0,0,6,1,1,0,9,4,1,17,1,7,0,0.0,0.0,0.0,0.0,0.0,1.0,0.16666666666666666,0.16666666666666666,0.0,1.5,0.6666666666666666,0.16666666666666666,2.8333333333333335,0.16666666666666666,1.1666666666666667,0.0,,,0,0,0,5,2,1,0,3,3,0,7,3,2,0,0.0,0.0,0.0,0.0,0.0,1.25,0.5,0.25,0.0,0.75,0.75,0.0,1.75,0.75,0.5,0.0,,,0,0,0,6,2,0,0,4,7,2,10,1,1,0,0.0,0.0,0.0,0.0,0.0,1.5,0.5,0.0,0.0,1.0,1.75,0.5,2.5,0.25,0.25,0.0,,
9.0,4.0,17.0,709,10.0,13.0,14.0,12.0,2.0,10.0,14.0,31.0,0,Fortaleza,24,D,Estádio Castelão,Fortaleza,CE,3,2020-08-16,19:30,0,0,0,1,0,1,0,3,2,0,6,4,9,0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.2,0.0,0.6,0.4,0.0,1.2,0.8,1.8,0.0,,,0,0,0,9,0,1,0,5,6,1,11,3,4,0,0.0,0.0,0.0,0.0,0.0,1.2857142857142858,0.0,0.14285714285714285,0.0,0.7142857142857143,0.8571428571428571,0.14285714285714285,1.5714285714285714,0.42857142857142855,0.5714285714285714,0.0,,,0,0,0,2,1,0,0,1,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,,
8.0,7.0,20.0,539,10.0,9.0,14.0,16.0,1.0,10.0,11.0,38.0,0,Botafogo (RJ),24,D,Estádio Castelão,Fortaleza,CE,3,2020-08-16,19:30,0,0,0,4,2,0,0,3,2,0,4,4,6,0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0.75,0.5,0.0,1.0,1.0,1.5,0.0,,,0,0,0,7,2,1,0,4,5,1,16,4,2,0,0.0,0.0,0.0,0.0,0.0,1.0,0.2857142857142857,0.14285714285714285,0.0,0.5714285714285714,0.7142857142857143,0.14285714285714285,2.2857142857142856,0.5714285714285714,0.2857142857142857,0.0,,,0,0,0,4,2,0,0,1,2,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.5,1.0,0.0,0.0,0.0,0.5,0.0,,
9.0,2.0,12.0,477,17.0,13.0,8.0,28.0,0.0,11.0,21.0,55.0,3,Santos,25,W,Estádio Urbano Caldeira,Santos,SP,3,2020-08-16,19:45,1,0,0,2,1,0,0,5,3,0,3,4,7,0,0.0,0.0,0.2,0.0,0.0,0.4,0.2,0.0,0.0,1.0,0.6,0.0,0.6,0.8,1.4,0.0,,,0,0,0,2,2,1,0,3,7,0,1,6,4,0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.2,0.0,0.6,1.4,0.0,0.2,1.2,0.8,0.0,,,2,0,0,7,3,0,0,2,11,0,8,1,2,0,0.0,0.0,0.6666666666666666,0.0,0.0,2.3333333333333335,1.0,0.0,0.0,0.6666666666666666,3.6666666666666665,0.0,2.6666666666666665,0.3333333333333333,0.6666666666666666,0.0,,
